Zip,County,Rate
44425,Mahoning,0.0675
44425,Trumbull,0.065
44427,Carroll,0.065
44427,Columbiana,0.07
44428,Ashtabula,0.065
44428,Trumbull,0.065
44429,Mahoning,0.0675
44429,Portage,0.0675
44430,Trumbull,0.065
44431,Columbiana,0.07
44432,Columbiana,0.07
44436,Mahoning,0.0675
44437,Mahoning,0.0675
44437,Trumbull,0.065
44438,Trumbull,0.065
44439,Trumbull,0.065
44440,Mahoning,0.0675
44440,Trumbull,0.065
44441,Columbiana,0.07
44442,Mahoning,0.0675
44443,Columbiana,0.07
44443,Mahoning,0.0675
44444,Mahoning,0.0675
44444,Portage,0.0675
44444,Trumbull,0.065
44445,Columbiana,0.07
44446,Trumbull,0.065
44449,Mahoning,0.0675
44449,Portage,0.0675
44450,Trumbull,0.065
44451,Mahoning,0.0675
44452,Mahoning,0.0675
44453,Trumbull,0.065
44454,Columbiana,0.07
44454,Mahoning,0.0675
44455,Columbiana,0.07
44460,Columbiana,0.07
44460,Mahoning,0.0675
44470,Portage,0.0675
44470,Trumbull,0.065
44471,Mahoning,0.0675
44473,Trumbull,0.065
44481,Mahoning,0.0675
44481,Trumbull,0.065
44482,Trumbull,0.065
44483,Trumbull,0.065
44484,Trumbull,0.065
44485,Trumbull,0.065
44486,Trumbull,0.065
44490,Columbiana,0.07
44490,Mahoning,0.0675
44491,Geauga,0.065
44491,Trumbull,0.065
44492,Columbiana,0.07
44493,Columbiana,0.07
44501,Mahoning,0.0675
44502,Mahoning,0.0675
44503,Mahoning,0.0675
44504,Mahoning,0.0675
44504,Trumbull,0.065
44505,Mahoning,0.0675
44505,Trumbull,0.065
44506,Mahoning,0.0675
44507,Mahoning,0.0675
44509,Mahoning,0.0675
44509,Trumbull,0.065
44510,Mahoning,0.0675
44511,Mahoning,0.0675
44512,Mahoning,0.0675
44513,Mahoning,0.0675
44514,Mahoning,0.0675
44515,Mahoning,0.0675
44555,Mahoning,0.0675
44601,Columbiana,0.07
44601,Mahoning,0.0675
44601,Portage,0.0675
44606,Wayne,0.0625
44607,Carroll,0.065
44608,Tuscarawas,0.065
44609,Columbiana,0.07
44609,Mahoning,0.0675
44610,Holmes,0.065
44611,Holmes,0.065
44611,Wayne,0.0625
44612,Tuscarawas,0.065
44614,Summit,0.065
44614,Wayne,0.0625
44615,Carroll,0.065
44617,Holmes,0.065
44618,Wayne,0.0625
44619,Mahoning,0.0675
44620,Carroll,0.065
44621,Carroll,0.065
44621,Harrison,0.07
44621,Tuscarawas,0.065
44622,Tuscarawas,0.065
44624,Holmes,0.065
44624,Tuscarawas,0.065
44624,Wayne,0.0625
44625,Carroll,0.065
44625,Columbiana,0.07
44626,Tuscarawas,0.065
44627,Holmes,0.065
44627,Wayne,0.0625
44628,Holmes,0.065
44628,Knox,0.065
44629,Tuscarawas,0.065
44631,Carroll,0.065
44632,Portage,0.0675
44633,Holmes,0.065
44634,Columbiana,0.07
44636,Wayne,0.0625
44637,Coshocton,0.07
44637,Holmes,0.065
44638,Ashland,0.0675
44638,Holmes,0.065
44638,Wayne,0.0625
44639,Carroll,0.065
44643,Carroll,0.065
44643,Tuscarawas,0.065
44644,Carroll,0.065
44645,Summit,0.065
44645,Wayne,0.0625
44651,Carroll,0.065
44653,Tuscarawas,0.065
44654,Coshocton,0.07
44654,Holmes,0.065
44656,Carroll,0.065
44656,Tuscarawas,0.065
44657,Carroll,0.065
44657,Columbiana,0.07
44659,Wayne,0.0625
44660,Holmes,0.065
44661,Holmes,0.065
44662,Wayne,0.0625
44663,Tuscarawas,0.065
44665,Columbiana,0.07
44666,Wayne,0.0625
44667,Wayne,0.0625
44671,Tuscarawas,0.065
44672,Mahoning,0.0675
44675,Carroll,0.065
44675,Tuscarawas,0.065
44676,Holmes,0.065
44676,Wayne,0.0625
44677,Wayne,0.0625
44678,Tuscarawas,0.065
44679,Tuscarawas,0.065
44680,Tuscarawas,0.065
44681,Holmes,0.065
44681,Tuscarawas,0.065
44682,Tuscarawas,0.065
44683,Harrison,0.07
44683,Tuscarawas,0.065
44685,Summit,0.065
44687,Holmes,0.065
44688,Carroll,0.065
44689,Holmes,0.065
44690,Holmes,0.065
44691,Wayne,0.0625
44693,Harrison,0.07
44695,Carroll,0.065
44695,Harrison,0.07
44697,Tuscarawas,0.065
44699,Guernsey,0.07
44699,Harrison,0.07
44699,Tuscarawas,0.065
44720,Summit,0.065
44730,Carroll,0.065
44802,Hancock,0.065
44802,Seneca,0.07
44802,Wyandot,0.07
44804,Hancock,0.065
44805,Ashland,0.0675
44805,Richland,0.0675
44807,Huron,0.07
44807,Seneca,0.07
44809,Seneca,0.07
44811,Erie,0.065
44811,Huron,0.07
44811,Sandusky,0.07
44811,Seneca,0.07
44813,Knox,0.065
44813,Morrow,0.07
44813,Richland,0.0675
44814,Erie,0.065
44815,Seneca,0.07
44816,Erie,0.065
44817,Hancock,0.065
44817,Wood,0.065
44818,Crawford,0.07
44818,Seneca,0.07
44820,Crawford,0.07
44822,Ashland,0.0675
44822,Knox,0.065
44822,Richland,0.0675
44824,Erie,0.065
44824,Sandusky,0.07
44825,Crawford,0.07
44826,Erie,0.065
44826,Huron,0.07
44827,Crawford,0.07
44827,Richland,0.0675
44828,Seneca,0.07
44830,Hancock,0.065
44830,Seneca,0.07
44830,Wood,0.065
44833,Crawford,0.07
44833,Marion,0.07
44833,Morrow,0.07
44833,Richland,0.0675
44836,Sandusky,0.07
44836,Seneca,0.07
44837,Ashland,0.0675
44837,Huron,0.07
44837,Richland,0.0675
44838,Ashland,0.0675
44839,Erie,0.065
44840,Ashland,0.0675
44840,Wayne,0.0625
44841,Sandusky,0.07
44841,Seneca,0.07
44842,Ashland,0.0675
44842,Holmes,0.065
44842,Knox,0.065
44843,Ashland,0.0675
44843,Richland,0.0675
44844,Seneca,0.07
44844,Wyandot,0.07
44845,Seneca,0.07
44846,Erie,0.065
44846,Huron,0.07
44847,Erie,0.065
44847,Huron,0.07
44848,Ashland,0.0675
44849,Crawford,0.07
44849,Marion,0.07
44849,Wyandot,0.07
44850,Huron,0.07
44851,Ashland,0.0675
44851,Huron,0.07
44851,Lorain,0.0625
44853,Seneca,0.07
44854,Crawford,0.07
44855,Huron,0.07
44856,Crawford,0.07
44857,Erie,0.065
44857,Huron,0.07
44859,Ashland,0.0675
44859,Lorain,0.0625
44860,Crawford,0.07
44861,Seneca,0.07
44862,Richland,0.0675
44864,Ashland,0.0675
44864,Richland,0.0675
44865,Crawford,0.07
44865,Huron,0.07
44865,Richland,0.0675
44866,Ashland,0.0675
44867,Seneca,0.07
44870,Erie,0.065
44871,Erie,0.065
44874,Ashland,0.0675
44875,Crawford,0.07
44875,Richland,0.0675
44878,Ashland,0.0675
44878,Huron,0.07
44878,Richland,0.0675
44880,Ashland,0.0675
44880,Lorain,0.0625
44880,Medina,0.065
44881,Crawford,0.07
44882,Crawford,0.07
44882,Seneca,0.07
44882,Wyandot,0.07
44883,Seneca,0.07
44887,Crawford,0.07
44888,Huron,0.07
44889,Erie,0.065
44889,Huron,0.07
44889,Lorain,0.0625
44890,Huron,0.07
44901,Richland,0.0675
44902,Richland,0.0675
44903,Ashland,0.0675
44903,Morrow,0.07
44903,Richland,0.0675
44904,Morrow,0.07
44904,Richland,0.0675
44905,Richland,0.0675
44906,Richland,0.0675
44907,Richland,0.0675
45001,Hamilton,0.065
45002,Hamilton,0.065
45003,Butler,0.0625
45003,Preble,0.07
45004,Butler,0.0625
45005,Butler,0.0625
45005,Montgomery,0.07
45005,Warren,0.065
45011,Butler,0.0625
45012,Butler,0.0625
45013,Butler,0.0625
45013,Hamilton,0.065
45014,Butler,0.0625
45014,Hamilton,0.065
45015,Butler,0.0625
45018,Butler,0.0625
45025,Butler,0.0625
45026,Butler,0.0625
45030,Butler,0.0625
45030,Hamilton,0.065
45032,Warren,0.065
45033,Hamilton,0.065
45034,Warren,0.065
45036,Butler,0.0625
45036,Warren,0.065
45039,Warren,0.065
45040,Warren,0.065
45041,Hamilton,0.065
45042,Butler,0.0625
45042,Montgomery,0.07
45042,Preble,0.07
45042,Warren,0.065
45043,Butler,0.0625
45044,Butler,0.0625
45044,Warren,0.065
45050,Butler,0.0625
45050,Warren,0.065
45051,Hamilton,0.065
45052,Hamilton,0.065
45053,Butler,0.0625
45054,Warren,0.065
45055,Butler,0.0625
45056,Butler,0.0625
45056,Preble,0.07
45061,Butler,0.0625
45062,Butler,0.0625
45063,Butler,0.0625
45064,Butler,0.0625
45064,Preble,0.07
45065,Warren,0.065
45066,Montgomery,0.07
45066,Warren,0.065
45067,Butler,0.0625
45068,Clinton,0.07
45068,Greene,0.065
45068,Warren,0.065
45069,Butler,0.0625
45069,Hamilton,0.065
45070,Preble,0.07
45071,Butler,0.0625
45101,Adams,0.07
45101,Brown,0.07
45102,Clermont,0.065
45103,Clermont,0.065
45105,Adams,0.07
45106,Brown,0.07
45106,Clermont,0.065
45107,Brown,0.07
45107,Clermont,0.065
45107,Clinton,0.07
45107,Warren,0.065
45110,Highland,0.07
45111,Hamilton,0.065
45112,Clermont,0.065
45113,Clinton,0.07
45113,Warren,0.065
45114,Clinton,0.07
45115,Brown,0.07
45118,Brown,0.07
45118,Clermont,0.065
45118,Highland,0.07
45119,Brown,0.07
45120,Brown,0.07
45120,Clermont,0.065
45121,Brown,0.07
45121,Clermont,0.065
45122,Clermont,0.065
45122,Warren,0.065
45123,Fayette,0.07
45123,Highland,0.07
45123,Ross,0.07
45130,Brown,0.07
45130,Clermont,0.065
45131,Brown,0.07
45132,Highland,0.07
45133,Brown,0.07
45133,Highland,0.07
45133,Pike,0.07
45135,Clinton,0.07
45135,Fayette,0.07
45135,Highland,0.07
45138,Clinton,0.07
45140,Clermont,0.065
45140,Hamilton,0.065
45140,Warren,0.065
45142,Brown,0.07
45142,Clinton,0.07
45142,Highland,0.07
45144,Adams,0.07
45144,Brown,0.07
45145,Clermont,0.065
45146,Clinton,0.07
45147,Clermont,0.065
45148,Brown,0.07
45148,Clinton,0.07
45150,Clermont,0.065
45150,Hamilton,0.065
45152,Warren,0.065
45153,Clermont,0.065
45154,Brown,0.07
45154,Highland,0.07
45155,Highland,0.07
45156,Clermont,0.065
45157,Clermont,0.065
45158,Clermont,0.065
45159,Clinton,0.07
45159,Highland,0.07
45160,Clermont,0.065
45162,Clermont,0.065
45162,Warren,0.065
45164,Clinton,0.07
45166,Clinton,0.07
45167,Brown,0.07
45168,Brown,0.07
45169,Clinton,0.07
45169,Fayette,0.07
45169,Greene,0.065
45171,Brown,0.07
45171,Highland,0.07
45172,Highland,0.07
45174,Hamilton,0.065
45176,Brown,0.07
45176,Clermont,0.065
45177,Clinton,0.07
45201,Hamilton,0.065
45202,Hamilton,0.065
45203,Hamilton,0.065
45204,Hamilton,0.065
45205,Hamilton,0.065
45206,Hamilton,0.065
45207,Hamilton,0.065
45208,Hamilton,0.065
45209,Hamilton,0.065
45211,Hamilton,0.065
45212,Hamilton,0.065
45213,Hamilton,0.065
45214,Hamilton,0.065
45215,Hamilton,0.065
45216,Hamilton,0.065
45217,Hamilton,0.065
45218,Hamilton,0.065
45219,Hamilton,0.065
45220,Hamilton,0.065
45221,Hamilton,0.065
45222,Hamilton,0.065
45223,Hamilton,0.065
45224,Hamilton,0.065
45225,Hamilton,0.065
45226,Hamilton,0.065
45227,Hamilton,0.065
45228,Hamilton,0.065
45229,Hamilton,0.065
45230,Hamilton,0.065
45231,Hamilton,0.065
45232,Hamilton,0.065
45233,Hamilton,0.065
45234,Hamilton,0.065
45235,Hamilton,0.065
45236,Hamilton,0.065
45237,Hamilton,0.065
45238,Hamilton,0.065
45239,Hamilton,0.065
45240,Hamilton,0.065
45241,Butler,0.0625
45241,Hamilton,0.065
45241,Warren,0.065
45242,Hamilton,0.065
45243,Hamilton,0.065
45244,Clermont,0.065
45244,Hamilton,0.065
45245,Clermont,0.065
45246,Butler,0.0625
45246,Hamilton,0.065
45247,Hamilton,0.065
45248,Hamilton,0.065
45249,Hamilton,0.065
45249,Warren,0.065
45250,Hamilton,0.065
45251,Hamilton,0.065
45252,Hamilton,0.065
45253,Hamilton,0.065
45254,Hamilton,0.065
45255,Clermont,0.065
45255,Hamilton,0.065
45258,Hamilton,0.065
45262,Hamilton,0.065
45263,Hamilton,0.065
45264,Hamilton,0.065
45267,Hamilton,0.065
45268,Hamilton,0.065
45269,Hamilton,0.065
45270,Hamilton,0.065
45271,Hamilton,0.065
45273,Hamilton,0.065
45274,Hamilton,0.065
45280,Hamilton,0.065
45296,Hamilton,0.065
45299,Hamilton,0.065
45301,Greene,0.065
45302,Shelby,0.07
45303,Darke,0.07
45304,Darke,0.07
45304,Miami,0.0675
45304,Preble,0.07
45305,Greene,0.065
45306,Auglaize,0.07
45306,Shelby,0.07
45307,Greene,0.065
45308,Darke,0.07
45308,Miami,0.0675
45309,Darke,0.07
45309,Miami,0.0675
45309,Montgomery,0.07
45309,Preble,0.07
45310,Mercer,0.07
45311,Preble,0.07
45312,Champaign,0.07
45312,Miami,0.0675
45314,Greene,0.065
45315,Montgomery,0.07
45316,Greene,0.065
45317,Champaign,0.07
45317,Miami,0.0675
45317,Shelby,0.07
45318,Darke,0.07
45318,Miami,0.0675
45319,Clark,0.07
45320,Preble,0.07
45321,Preble,0.07
45322,Miami,0.0675
45322,Montgomery,0.07
45323,Clark,0.07
45324,Clark,0.07
45324,Greene,0.065
45325,Montgomery,0.07
45325,Preble,0.07
45326,Miami,0.0675
45327,Butler,0.0625
45327,Montgomery,0.07
45327,Preble,0.07
45327,Warren,0.065
45328,Darke,0.07
45330,Preble,0.07
45331,Darke,0.07
45332,Darke,0.07
45333,Shelby,0.07
45334,Logan,0.07
45334,Shelby,0.07
45335,Clinton,0.07
45335,Fayette,0.07
45335,Greene,0.065
45336,Shelby,0.07
45337,Darke,0.07
45337,Miami,0.0675
45338,Montgomery,0.07
45338,Preble,0.07
45339,Miami,0.0675
45340,Shelby,0.07
45341,Clark,0.07
45342,Montgomery,0.07
45342,Warren,0.065
45343,Montgomery,0.07
45344,Champaign,0.07
45344,Clark,0.07
45344,Miami,0.0675
45344,Montgomery,0.07
45345,Montgomery,0.07
45346,Darke,0.07
45347,Darke,0.07
45347,Preble,0.07
45348,Darke,0.07
45349,Clark,0.07
45350,Darke,0.07
45351,Darke,0.07
45352,Darke,0.07
45353,Shelby,0.07
45354,Montgomery,0.07
45356,Miami,0.0675
45356,Shelby,0.07
45358,Darke,0.07
45359,Miami,0.0675
45360,Shelby,0.07
45361,Miami,0.0675
45362,Darke,0.07
45363,Shelby,0.07
45365,Champaign,0.07
45365,Miami,0.0675
45365,Shelby,0.07
45367,Shelby,0.07
45368,Clark,0.07
45368,Greene,0.065
45369,Clark,0.07
45369,Madison,0.0675
45370,Greene,0.065
45371,Miami,0.0675
45371,Montgomery,0.07
45372,Clark,0.07
45373,Miami,0.0675
45374,Miami,0.0675
45377,Miami,0.0675
45377,Montgomery,0.07
45378,Preble,0.07
45380,Darke,0.07
45380,Shelby,0.07
45381,Montgomery,0.07
45381,Preble,0.07
45382,Darke,0.07
45382,Preble,0.07
45383,Darke,0.07
45383,Miami,0.0675
45384,Greene,0.065
45385,Clinton,0.07
45385,Greene,0.065
45387,Clark,0.07
45387,Greene,0.065
45388,Darke,0.07
45388,Mercer,0.07
45388,Shelby,0.07
45389,Champaign,0.07
45390,Darke,0.07
45400,Montgomery,0.07
45401,Montgomery,0.07
45402,Montgomery,0.07
45403,Montgomery,0.07
45404,Montgomery,0.07
45405,Montgomery,0.07
45406,Montgomery,0.07
45408,Montgomery,0.07
45409,Montgomery,0.07
45410,Montgomery,0.07
45412,Montgomery,0.07
45413,Montgomery,0.07
45414,Montgomery,0.07
45415,Montgomery,0.07
45416,Montgomery,0.07
45417,Montgomery,0.07
45418,Montgomery,0.07
45419,Montgomery,0.07
45420,Montgomery,0.07
45422,Montgomery,0.07
45423,Montgomery,0.07
45424,Greene,0.065
45424,Miami,0.0675
45424,Montgomery,0.07
45426,Montgomery,0.07
45427,Montgomery,0.07
45428,Montgomery,0.07
45429,Montgomery,0.07
45430,Greene,0.065
45430,Montgomery,0.07
45431,Greene,0.065
45431,Montgomery,0.07
45432,Greene,0.065
45432,Montgomery,0.07
45433,Greene,0.065
45433,Montgomery,0.07
45434,Greene,0.065
45435,Greene,0.065
45437,Montgomery,0.07
45439,Montgomery,0.07
45440,Greene,0.065
45440,Montgomery,0.07
45441,Montgomery,0.07
45448,Montgomery,0.07
45449,Montgomery,0.07
45454,Montgomery,0.07
45458,Greene,0.065
45458,Montgomery,0.07
45458,Warren,0.065
45459,Greene,0.065
45459,Montgomery,0.07
45463,Montgomery,0.07
45469,Montgomery,0.07
45470,Montgomery,0.07
45475,Montgomery,0.07
45479,Montgomery,0.07
45481,Greene,0.065
45490,Montgomery,0.07
45501,Clark,0.07
45502,Champaign,0.07
45502,Clark,0.07
45503,Clark,0.07
45504,Clark,0.07
45505,Clark,0.07
45506,Clark,0.07
45601,Jackson,0.07
45601,Pike,0.07
45601,Ross,0.07
45612,Highland,0.07
45612,Pike,0.07
45612,Ross,0.07
45613,Jackson,0.07
45613,Pike,0.07
45614,Gallia,0.0675
45614,Meigs,0.065
45616,Adams,0.07
45616,Scioto,0.07
45617,Ross,0.07
45618,Adams,0.07
45619,Lawrence,0.07
45620,Gallia,0.0675
45620,Meigs,0.065
45621,Jackson,0.07
45622,Hocking,0.0675
45622,Vinton,0.07
45623,Gallia,0.0675
45623,Lawrence,0.07
45624,Pike,0.07
45628,Ross,0.07
45629,Lawrence,0.07
45629,Scioto,0.07
45630,Scioto,0.07
45631,Gallia,0.0675
45633,Ross,0.07
45634,Vinton,0.07
45636,Scioto,0.07
45638,Lawrence,0.07
45638,Scioto,0.07
45640,Jackson,0.07
45640,Scioto,0.07
45642,Pike,0.07
45643,Gallia,0.0675
45644,Pickaway,0.07
45644,Ross,0.07
45645,Lawrence,0.07
45646,Pike,0.07
45647,Ross,0.07
45647,Vinton,0.07
45648,Pike,0.07
45648,Scioto,0.07
45650,Adams,0.07
45651,Vinton,0.07
45652,Scioto,0.07
45653,Scioto,0.07
45654,Hocking,0.0675
45654,Vinton,0.07
45656,Gallia,0.0675
45656,Jackson,0.07
45656,Lawrence,0.07
45657,Adams,0.07
45657,Pike,0.07
45657,Scioto,0.07
45658,Gallia,0.0675
45658,Lawrence,0.07
45659,Lawrence,0.07
45659,Scioto,0.07
45660,Adams,0.07
45660,Highland,0.07
45660,Pike,0.07
45660,Scioto,0.07
45661,Pike,0.07
45662,Scioto,0.07
45663,Scioto,0.07
45669,Lawrence,0.07
45671,Adams,0.07
45671,Pike,0.07
45671,Scioto,0.07
45672,Jackson,0.07
45672,Ross,0.07
45672,Vinton,0.07
45673,Ross,0.07
45674,Gallia,0.0675
45675,Lawrence,0.07
45677,Scioto,0.07
45678,Gallia,0.0675
45678,Lawrence,0.07
45679,Adams,0.07
45679,Highland,0.07
45680,Lawrence,0.07
45681,Ross,0.07
45682,Lawrence,0.07
45682,Scioto,0.07
45683,Pike,0.07
45684,Adams,0.07
45684,Scioto,0.07
45685,Gallia,0.0675
45685,Jackson,0.07
45686,Gallia,0.0675
45686,Meigs,0.065
45686,Vinton,0.07
45687,Pike,0.07
45688,Gallia,0.0675
45688,Lawrence,0.07
45690,Pike,0.07
45690,Ross,0.07
45692,Jackson,0.07
45692,Vinton,0.07
45693,Adams,0.07
45694,Scioto,0.07
45695,Vinton,0.07
45696,Lawrence,0.07
45697,Adams,0.07
45697,Brown,0.07
45697,Highland,0.07
45698,Vinton,0.07
45699,Scioto,0.07
45701,Athens,0.0675
45710,Athens,0.0675
45710,Meigs,0.065
45710,Vinton,0.07
45711,Athens,0.0675
45711,Morgan,0.07
45712,Washington,0.07
45713,Washington,0.07
45714,Washington,0.07
45715,Morgan,0.07
45715,Noble,0.07
45715,Washington,0.07
45716,Athens,0.0675
45719,Athens,0.0675
45720,Meigs,0.065
45721,Washington,0.07
45723,Athens,0.0675
45723,Meigs,0.065
45723,Washington,0.07
45724,Washington,0.07
45727,Noble,0.07
45729,Washington,0.07
45732,Athens,0.0675
45732,Hocking,0.0675
45732,Morgan,0.07
45732,Perry,0.07
45734,Monroe,0.07
45734,Washington,0.07
45735,Athens,0.0675
45739,Athens,0.0675
45740,Athens,0.0675
45741,Meigs,0.065
45741,Vinton,0.07
45742,Athens,0.0675
45742,Washington,0.07
45743,Meigs,0.065
45744,Morgan,0.07
45744,Noble,0.07
45744,Washington,0.07
45745,Monroe,0.07
45745,Noble,0.07
45745,Washington,0.07
45746,Noble,0.07
45746,Washington,0.07
45750,Washington,0.07
45760,Gallia,0.0675
45760,Meigs,0.065
45761,Athens,0.0675
45764,Athens,0.0675
45764,Hocking,0.0675
45766,Athens,0.0675
45766,Vinton,0.07
45767,Monroe,0.07
45767,Washington,0.07
45768,Washington,0.07
45769,Meigs,0.065
45770,Meigs,0.065
45771,Meigs,0.065
45772,Meigs,0.065
45773,Washington,0.07
45775,Meigs,0.065
45776,Athens,0.0675
45776,Meigs,0.065
45777,Athens,0.0675
45778,Athens,0.0675
45779,Meigs,0.065
45780,Athens,0.0675
45782,Athens,0.0675
45783,Meigs,0.065
45784,Washington,0.07
45786,Morgan,0.07
45786,Washington,0.07
45787,Washington,0.07
45788,Washington,0.07
45789,Monroe,0.07
45789,Washington,0.07
45801,Allen,0.065
45802,Allen,0.065
45804,Allen,0.065
45805,Allen,0.065
45806,Allen,0.065
45806,Auglaize,0.07
45807,Allen,0.065
45808,Allen,0.065
45809,Allen,0.065
45810,Allen,0.065
45810,Hancock,0.065
45810,Hardin,0.07
45812,Allen,0.065
45812,Hardin,0.07
45813,Defiance,0.065
45813,Paulding,0.07
45814,Hancock,0.065
45815,Putnam,0.07
45816,Hancock,0.065
45817,Allen,0.065
45817,Hancock,0.065
45817,Putnam,0.07
45819,Auglaize,0.07
45820,Allen,0.065
45821,Defiance,0.065
45821,Paulding,0.07
45822,Auglaize,0.07
45822,Mercer,0.07
45826,Mercer,0.07
45827,Paulding,0.07
45827,Putnam,0.07
45828,Mercer,0.07
45830,Allen,0.065
45830,Putnam,0.07
45831,Defiance,0.065
45831,Henry,0.07
45831,Paulding,0.07
45831,Putnam,0.07
45832,Paulding,0.07
45832,Van Wert,0.07
45833,Allen,0.065
45833,Putnam,0.07
45833,Van Wert,0.07
45835,Hardin,0.07
45836,Hancock,0.065
45836,Hardin,0.07
45837,Putnam,0.07
45838,Van Wert,0.07
45839,Hancock,0.065
45840,Hancock,0.065
45841,Hancock,0.065
45843,Hancock,0.065
45843,Hardin,0.07
45843,Wyandot,0.07
45844,Allen,0.065
45844,Putnam,0.07
45844,Van Wert,0.07
45845,Auglaize,0.07
45845,Darke,0.07
45845,Mercer,0.07
45845,Shelby,0.07
45846,Darke,0.07
45846,Mercer,0.07
45848,Putnam,0.07
45849,Paulding,0.07
45849,Putnam,0.07
45849,Van Wert,0.07
45850,Allen,0.065
45850,Auglaize,0.07
45850,Hardin,0.07
45851,Paulding,0.07
45853,Putnam,0.07
45854,Allen,0.065
45855,Paulding,0.07
45856,Hancock,0.065
45856,Henry,0.07
45856,Putnam,0.07
45858,Hancock,0.065
45859,Hardin,0.07
45860,Darke,0.07
45860,Mercer,0.07
45861,Paulding,0.07
45862,Auglaize,0.07
45862,Mercer,0.07
45863,Van Wert,0.07
45864,Putnam,0.07
45865,Auglaize,0.07
45865,Mercer,0.07
45865,Shelby,0.07
45866,Mercer,0.07
45867,Hancock,0.065
45867,Wyandot,0.07
45868,Hancock,0.065
45868,Putnam,0.07
45869,Auglaize,0.07
45869,Mercer,0.07
45869,Shelby,0.07
45870,Auglaize,0.07
45871,Auglaize,0.07
45871,Shelby,0.07
45872,Hancock,0.065
45872,Wood,0.065
45873,Paulding,0.07
45873,Putnam,0.07
45874,Van Wert,0.07
45875,Putnam,0.07
45876,Putnam,0.07
45877,Allen,0.065
45877,Hancock,0.065
45877,Putnam,0.07
45879,Paulding,0.07
45880,Paulding,0.07
45881,Hancock,0.065
45882,Mercer,0.07
45882,Van Wert,0.07
45883,Darke,0.07
45883,Mercer,0.07
45884,Auglaize,0.07
45885,Auglaize,0.07
45885,Mercer,0.07
45886,Paulding,0.07
45886,Van Wert,0.07
45887,Allen,0.065
45887,Auglaize,0.07
45887,Mercer,0.07
45887,Van Wert,0.07
45888,Auglaize,0.07
45889,Hancock,0.065
45890,Hancock,0.065
45891,Van Wert,0.07
45893,Putnam,0.07
45894,Allen,0.065
45894,Mercer,0.07
45894,Van Wert,0.07
45895,Allen,0.065
45895,Auglaize,0.07
45895,Logan,0.07
45895,Shelby,0.07
45896,Allen,0.065
45896,Auglaize,0.07
45896,Hardin,0.07
45897,Hancock,0.065
45898,Mercer,0.07
45898,Van Wert,0.07
45899,Van Wert,0.07
